,,,,,,,,,,,,,Proj. Passing Stats,,,,,Proj. Rushing Stats,,,,,Proj. Receiving Stats,,,,,Proj. Defensive Stats,,,,,,,,,,,,,Position Rankings,,,,,,,Overall Rankings,,,,,,,,Passing Stat Avgs,,,,,,,Rushing Stat Avgs,,,Receiving Stat Avgs,,,,Defense Stat Avgs,,,,,,
Jaelon Darden,,0,WR,WR6,3000,SEA,@ CHI,6,23,1.1,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,48,125,125,0,100,,90,57,283,283,0,0,0,,,,,,,,,0.06,0.39,,0.45,0.27,2.27,,,,,,,,
Tyler Scott,,0,WR,WR5,3000,CHI,vs SEA,28,19,2,2.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,48,125,125,0,100,,90,57,283,283,23,0,0,,,,,,,,,0.47,2.73,,2.2,1.2,11.53,,,,,,,,
Brycen Tremayne,,0,WR,WR6,3000,WAS,vs ATL,2,25,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,48,125,125,0,100,,90,57,283,283,0,0,0,,,,,,,,,,,,1,1,-2,,,,,,,,
Khadarel Hodge,,0,WR,WR5,3000,ATL,@ WAS,32,21.5,3.5,2.7,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,48,125,125,0,100,,90,57,283,283,0,0,0,,,,,,,,,0.02,,,1.63,0.95,14.8,0.03,,,,,,,
Casey Washington,,0,WR,WR6,3000,ATL,@ WAS,32,21.5,1.2,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,48,125,125,0,100,,90,57,283,283,0,0,0,,,,,,,,,,,,1,0.5,7,,,,,,,,
Javon Baker,,0,WR,WR5,3000,NE,vs LAC,17,17.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,48,125,125,0,100,,90,57,283,283,0,0,0,,,,,,,,,,,,0.5,,,,,,,,,,
Alex Erickson,,0,WR,WR6,3000,NE,vs LAC,17,17.75,4.2,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,48,125,125,0,100,,90,57,283,283,0,0,0,,0.02,0.01,0.24,,,,2.16,0.17,0.72,,1.68,1.04,12.76,0.02,,,,,,,
Zach Pascal,,0,WR,WR5,3000,ARI,@ LAR,18,20.75,6.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,48,125,125,0,100,,90,57,283,283,0,0,0,,0.02,,,,,,0.48,0.08,0.55,,3.38,1.97,23.92,0.19,,,,,,,
Jordan Whittington,,0,WR,WR5,3000,LAR,vs ARI,1,27.25,5.3,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,48,125,125,0,100,,78,57,283,283,0,0,1.6,0.5,,,,,,,,,,,1.92,1.5,16.75,,,,,,,,
Xavier Smith,,0,WR,WR6,3000,LAR,vs ARI,1,27.25,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,48,125,125,0,100,,90,57,283,283,0,0,0,,,,,,,,,0.17,2.5,,0.17,0.17,0.5,,,,,,,,
Lil'Jordan Humphrey,,0,WR,WR5,3000,DEN,@ CIN,7,23.25,4.4,4.3,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,48,125,125,0,100,,90,57,283,283,4,0,0,,,,,,,,,,,,2.37,1.58,19.58,0.18,,,,,,,
Isaiah Williams,,0,WR,WR5,3000,CIN,vs DEN,10,26.75,1,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,48,125,125,0,100,,90,57,283,283,0,0,0,,,,,,,,,,,,0.5,0.33,1,,,,,,,,
Chris Conley,,0,WR,WR5,3000,SF,vs DET,11,23.5,5.4,9.9,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,48,125,125,0,100,,90,57,283,283,10,0,0,,,,,,,,,0.01,0.03,,3.77,2.2,28.72,0.15,,,,,,,
Tom Kennedy,,0,WR,WR5,3000,DET,@ SF,29,27,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,48,125,125,0,100,,90,57,283,283,0,0,0,,0.07,0.07,5.36,,,0.07,11.31,,,,1.93,1,13.93,,,,,,,,
Payne Durham,,0,TE,TE1,2900,TB,vs CAR,5,28.5,2.3,1.8,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,23,52,52,0,100,,90,58,283,283,0,0,0,,,,,,,,,,,,1.45,1.09,11,,,,,,,,
John Bates,,0,TE,TE2,2800,WAS,vs ATL,2,25,3,2.4,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,24,52,52,0,100,,90,59,283,283,0,0,0,,,,,,,,,,,,2.02,1.4,13.44,0.05,,,,,,,
Josh Whyle,,0,TE,TE3,2600,TEN,@ JAC,15,19,3.7,3.1,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,26,52,52,0,100,,90,61,283,283,0,0,0,,,,,,,,,,,,2.1,1.52,14.9,0.1,,,,,,,
Irv Smith Jr.,,0,TE,TE3,2600,HOU,vs BAL,3,20.25,5.6,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,26,52,52,0,100,,90,61,283,283,11,0,0,,,,,,,,,,,,3.5,2.43,22.07,0.27,,,,,,,
Josiah Deguara,,0,TE,TE3,2500,JAC,vs TEN,31,20,3.4,1.8,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,27,52,52,0,100,,90,62,283,283,0,0,0,,,,,,,,,,,,1.74,1.43,12.86,0.06,,,,,,,
David Martin-Robinson,,0,TE,TE4,2500,TEN,@ JAC,15,19,0.8,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,27,52,52,0,100,,90,62,283,283,0,0,0,,,,,,,,,,,,1,0.5,3,,,,,,,,
Kenny Yeboah,,0,TE,TE3,2500,NYJ,@ BUF,4,17.75,2.6,1.6,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,27,52,52,0,100,,90,62,283,283,0,0,0,,,,,,,,,,,,0.85,0.54,7,0.08,,,,,,,
Quintin Morris,,0,TE,TE3,2500,BUF,vs NYJ,25,27.75,3.1,5.3,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,27,52,52,0,100,,90,62,283,283,0,0,0,,,,,,,,,,,,1.13,0.8,8.4,0.2,,,,,,,
MyCole Pruitt,,0,TE,TE3,2500,PIT,vs KC,16,22.25,3.1,2.9,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,27,52,52,0,100,,90,62,283,283,11,0,0,,,,,,,,,,,,1.59,1.17,11.8,0.18,,,,,,,
Connor Heyward,,0,TE,TE4,2500,PIT,vs KC,16,22.25,3,3.3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,27,52,52,0,100,,76,62,283,283,12,0,1.8,0.7,0.04,,,,,,0.08,0.08,0.23,,2.12,1.54,13.46,0.08,,,,,,,
Peyton Hendershot,,0,TE,TE3,2500,KC,@ PIT,27,23.75,2.9,1,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,27,52,52,0,100,,90,62,283,283,0,0,0,,,,,,,,,0.1,0.1,0.05,1.24,0.86,7.95,0.1,,,,,,,
Ben Sinnott,,0,TE,TE3,2500,WAS,vs ATL,2,25,3,0,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,27,52,52,0,100,,90,62,283,283,0,0,0,,,,,,,,,,,,1,1,5.6,0.2,,,,,,,
Charlie Woerner,,0,TE,TE2,2500,ATL,@ WAS,32,21.5,1.4,0.6,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,27,52,52,0,100,,90,62,283,283,0,0,0,,,,,,,,,,,,0.72,0.47,4.44,,,,,,,,
Ross Dwelley,,0,TE,TE3,2500,ATL,@ WAS,32,21.5,3.9,1.1,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,27,52,52,0,100,,90,62,283,283,3,0,0,,,,,,,,,,,,1.91,1.41,16.34,0.16,,,,,,,
Tucker Fisk,,0,TE,TE3,2500,LAC,@ NE,22,23.75,0.6,0.9,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,27,52,52,0,100,,76,62,283,283,57,0,1.8,0.7,,,,,,,,,,,1,0.88,5,,,,,,,,
Jaheim Bell,,0,TE,TE3,2500,NE,vs LAC,17,17.75,0.5,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,27,52,52,0,100,,90,62,283,283,0,0,0,,,,,,,,,,,,0.67,0.33,0.33,,,,,,,,
Tip Reiman,,0,TE,TE2,2500,ARI,@ LAR,18,20.75,0.6,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,27,52,52,0,100,,90,62,283,283,68,0,0,,,,,,,,,,,,1.4,1.2,7.4,,,,,,,,
Elijah Higgins,,0,TE,TE3,2500,ARI,@ LAR,18,20.75,3.2,3.3,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,27,52,52,0,100,,61,62,283,283,6,0,4.3,1.7,,,,,,,,,,,1.67,1.33,13,0.13,,,,,,,
Hunter Long,,0,TE,TE3,2500,LAR,vs ARI,1,27.25,1.4,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,27,52,52,0,100,,90,62,283,283,0,0,0,,,,,,,,,,,,0.92,0.62,5.23,,,,,,,,
Davis Allen,,0,TE,TE4,2500,LAR,vs ARI,1,27.25,4.6,4.3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,27,52,52,0,100,,90,62,283,283,0,0,0,,,,,,,,,,,,2.09,1.45,12.18,0.09,,,,,,,
Nate Adkins,,0,TE,TE3,2500,DEN,@ CIN,7,23.25,2.8,1.5,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,27,52,52,0,100,,77,62,283,283,0,0,1.7,0.7,,,,,,,,,,,0.94,0.82,6.18,0.18,,,,,,,
Pharaoh Brown,,0,TE,TE2,2500,SEA,@ CHI,6,23,3.4,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,27,52,52,0,100,,87,62,283,283,0,0,0.4,0.2,,,,,,,,,,,1.9,1.37,14.37,0.06,,,,,,,
Cam Grandy,,0,TE,TE3,2500,CIN,vs DEN,10,26.75,1.1,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,27,52,52,0,100,,77,62,283,283,0,0,1.7,0.7,,,,,,,,,,,1.5,1.5,6,,,,,,,,
Tanner McLachlan,,0,TE,TE4,2500,CIN,vs DEN,10,26.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,19,27,52,52,0,100,,90,62,283,283,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Marcedes Lewis,,0,TE,TE3,2500,CHI,vs SEA,28,19,3.9,2.6,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,27,52,52,0,100,,90,62,283,283,0,0,0,,,,,,,,,,,,2.14,1.33,14.18,0.15,,,,,,,
Eric Saubert,,0,TE,TE2,2500,SF,vs DET,11,23.5,2.4,1.4,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,27,52,52,0,100,,90,62,283,283,0,0,0,,,,,,,,,,,,1.42,0.96,8.27,0.07,,,,,,,
Jake Tonges,,0,TE,TE4,2500,SF,vs DET,11,23.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,27,52,52,0,100,,90,62,283,283,0,0,0,,,,,,,,,,,,0.5,,,,,,,,,,
Brayden Willis,,0,TE,TE3,2500,SF,vs DET,11,23.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,27,52,52,0,100,,90,62,283,283,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Shane Zylstra,,0,TE,TE3,2500,DET,@ SF,29,27,6.6,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,27,52,52,0,100,,90,62,283,283,0,0,0,,,,,,,,,,,,1.77,1.15,8.92,0.31,,,,,,,
Kylen Granson,,0,TE,TE3,2500,IND,@ NYG,24,24,3.2,4.9,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,27,52,52,0,100,,90,62,283,283,9,0,0,,,,,,,,,0.04,0.04,,2.46,1.58,17.63,0.02,,,,,,,
Chris Manhertz,,0,TE,TE2,2500,NYG,vs IND,14,16.5,2.5,0.6,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,27,52,52,0,100,,90,62,283,283,0,0,0,,,,,,,,,,,,1.08,0.69,7,0.08,,,,,,,
Greg Dulcich,,0,TE,TE3,2500,NYG,vs IND,14,16.5,4.9,2.7,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,27,52,52,0,100,,90,62,283,283,26,0,0,,,,,,,,,,,,4.73,2.73,30.93,0.13,,,,,,,
Andrew Ogletree,,0,TE,TE1,2500,IND,@ NYG,24,24,3.6,3.2,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,27,52,52,0,100,,90,62,283,283,0,0,0,,,,,,,,,,,,1.55,0.77,10.68,0.14,,,,,,,
Will Mallory,,0,TE,TE4,2500,IND,@ NYG,24,24,2.9,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,27,52,52,0,100,,90,62,283,283,0,0,0,,,,,,,,,,,,1.89,1.22,13.11,,,,,,,,
Julian Hill,,0,TE,TE2,2500,MIA,@ CLE,8,18.25,1.6,1.6,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,27,52,52,0,100,,90,62,283,283,11,0,0,,,,,,,,,,,,1.5,1,8.22,,,,,,,,
Durham Smythe,,0,TE,TE3,2500,MIA,@ CLE,8,18.25,2.9,5.1,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,27,52,52,0,100,,90,62,283,283,12,0,0,,,,,,,,,0.05,0.05,0.01,2.08,1.57,14.62,0.04,,,,,,,
Jack Stoll,,0,TE,TE4,2500,MIA,@ CLE,8,18.25,1.5,1.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,27,52,52,0,100,,90,62,283,283,17,0,0,,,,,,,,,,,,1.3,0.96,8.39,,,,,,,,
Blake Whiteheart,,0,TE,TE2,2500,CLE,vs MIA,20,14.75,4,0,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,27,52,52,0,100,,90,62,283,283,0,0,0,,,,,,,,,,,,1.4,0.8,8.4,0.2,,,,,,,
Brenden Bates,,0,TE,TE3,2500,CLE,vs MIA,20,14.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,19,27,52,52,0,100,,90,62,283,283,0,0,0,,,,,,,,,,,,,,,,,,,,,,
C.J. Uzomah,,0,TE,TE2,2500,PHI,vs DAL,9,22.75,5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,27,52,52,0,100,,90,62,283,283,7,0,0,,,,,,,,,,,,3.09,2.18,21.38,0.18,,,,,,,
E.J. Jenkins,,0,TE,TE3,2500,PHI,vs DAL,9,22.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,19,27,52,52,0,100,,90,62,283,283,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Brevyn Spann-Ford,,0,TE,TE3,2500,DAL,@ PHI,26,15.25,2.8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,27,52,52,0,100,,90,62,283,283,0,0,0,,,,,,,,,,,,1.56,1,9.78,,,,,,,,
Princeton Fant,!,0,TE,TE4,2500,DAL,@ PHI,26,15.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,27,52,52,0,100,,90,62,283,283,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Feleipe Franks,,0,TE,TE3,2500,CAR,@ TB,30,19.5,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,27,52,52,0,100,,90,62,283,283,0,0,0,,0.08,,,0.08,,,,0.31,0.46,,0.31,,,,,,,,,,
Ko Kieft,,0,TE,TE2,2500,TB,vs CAR,5,28.5,2.2,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,27,52,52,0,100,,90,62,283,283,0,0,0,,,,,,,,,,,,0.71,0.38,3.9,0.1,,,,,,,
Devin Culp,,0,TE,TE3,2500,TB,vs CAR,5,28.5,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,19,27,52,52,0,100,,90,62,283,283,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Dallin Holker,,0,TE,TE3,2500,NO,vs LV,19,17.75,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,27,52,52,0,100,,90,62,283,283,0,0,0,,,,,,,,,,,,0.5,0.5,5,,,,,,,,
Justin Shorter,,0,TE,WR4,2500,LV,@ NO,23,19.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,19,27,52,52,0,100,,90,62,283,283,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Harrison Bryant,,0,TE,TE3,2500,LV,@ NO,23,19.75,4,2.8,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,27,52,52,0,100,,90,62,283,283,2,0,0,,,,,,,,,0.1,0.27,,2.37,1.66,14.86,0.17,,,,,,,
John Samuel Shenker,,0,TE,TE5,2500,LV,@ NO,23,19.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,19,27,52,52,0,100,,90,62,283,283,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Johnny Mundt,,0,TE,TE3,2500,MIN,vs GB,12,25,3,4.5,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,27,52,52,0,100,,90,62,283,283,3,0,0,,,,,,,,,,,,1.8,1.39,11.72,0.09,,,,,,,
Ben Sims,,0,TE,TE3,2500,GB,@ MIN,21,24,2.3,2,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,27,52,52,0,100,,90,62,283,283,0,0,0,,,,,,,,,,,,1.1,0.8,6.3,0.1,,,,,,,
John FitzPatrick,,0,TE,TE4,2500,GB,@ MIN,21,24,0.9,0.6,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,27,52,52,0,100,,90,62,283,283,0,0,0,,,,,,,,,,,,0.4,0.4,2.8,,,,,,,,
